"Product Name","ASIN","Author ID"
"Lit: A Memoir","0060596988","B000AQ2MH8"
"Atlas of the Invisible: Maps & Graphics That Will Change How You See the World","1846149711","B00NGF3ANK"
"Atlas of the Invisible: Maps & Graphics That Will Change How You See the World","1846149711","B0756CT9KZ"
"Check These Out: One Librarian's Catalog of the 200 Coolest, Best, and Most Important Books You'll Ever Read","B0108VD2L4","B00I6V26GQ"
"How You Can Run Faster Effortlessly","B00HYQEJAK","B078NSV4DY"
"Better Off Dead: A Jack Reacher Novel","B08SBMCSQQ","B000APO0PQ"
"Better Off Dead: A Jack Reacher Novel","B08SBMCSQQ","B08ZL6PLM5"
"Appleseed: A Novel","B08L3P3VGQ","B003ZFUN36"
"Broken Open: Mountains, Demons, Treadmills And a Search for Nirvana","B07N2X3ST6","B076P93L6Z"
"The Lincoln Highway: A Novel","B08WRH53MY","B004MW8MG6"
"The Lions of Lucerne (Scot Harvath Book 1)","B000FC0R7O","B001IO9TO0"
"Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age","1324002549","B092N1DY5V"
"The Secret to Superhuman Strength","B08B38JVKY","B000APSPBG"
"Our Country Friends: A Novel","B08VRP55V1","B001JP7L70"
"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It","B087PL8YVQ","B088TVCBT5"
"Leave Society (Vintage Contemporaries)","B08PK59474","B001JP1194"
"Sleepwalk: A Novel","1250175216","B001HCZR3A"
"Cloud Cuckoo Land: A Novel","B08TRMSR3Z","B000APOX62"
"The Night the Lights Went Out: A Memoir of Life After Brain Damage","B08SJQSWYM","B001JS8R52"
"Stronger Than the Dark: Exploring the Intimate Relationship Between Running and Depression","B0955FXRLM","B076Z9BL8S"
"Piranesi","B0865TSTWM","B001JP2KUS"
"Fuzz: When Nature Breaks the Law","B08XP24KR8","B00NSNJDBS"
"Running Is a Kind of Dreaming: A Memoir","B08RZ4PTSF","B001HO6TT4"
"2666: A Novel","B00D0K3FQI","B001H6WAI6"
"Matrix: A Novel","1594634491","B001JS4QVG"
"World Travel: An Irreverent Guide","B083SN8RF7","B001H6GY4C"
"World Travel: An Irreverent Guide","B083SN8RF7","B094F4XL5C"
"The Night Watchman: Pulitzer Prize Winning Fiction","B07SKWFVYW","B000APV798"
"Running Back in Time: Discovering the Formula to Beat the Aging Process and Get Younger (Younger Than Ever Book 2)","B0893YWV5Q","B01HRZQR2U"
"The Searcher: A Novel","B08681BNKV","B001H6IGWU"
"Which Comes First, Cardio or Weights?: Fitness Myths, Training Truths, and Other Surprising Discoveries from the Science of Exercise","006200753X","B001JPCRRE"
"Indian Horse: A Novel","B07C3XLBHG","B001HMTZ74"
"What We Talk About When We Talk About Books: The History and Future of Reading","0465042686","B001HPD0PY"
"The Stoic Challenge: A Philosopher's Guide to Becoming Tougher, Calmer, and More Resilient","B07P9DC6TY","B001IZPOQ6"
"Man's Search for Meaning","B009U9S6FI","B000APVZJU"
"It's So Easy: and other lies","145160663X","B0065SFIC6"
"Discourse on Method and Meditations on First Philosophy, 4th Ed.","0872204200","B004LPY3Q2"
"Anti-Oedipus: Capitalism and Schizophrenia","0816612250","B000AQ3UM4"
"Of Grammatology","0801858305","B000AQ4PV4"
"Simulacra and Simulation (The Body, In Theory: Histories Of Cultural Materialism)","0472065211","B000AR7W8Q"
"Humble Pi: A Comedy of Maths Errors","0241360196","B011A3VCXE"
"Caffeine: How Caffeine Created the Modern World","B083MYJXZT","B000AQ74HQ"
"Man's Search for Meaning","B0006IU470","B000APVZJU"
"The Topeka School: A Novel","B07MYXB26N","B001K8WZ5E"
"The Library Book","B07CL5ZLHX","B001IOFENA"
"Man's Search for Meaning (OLD EDITION/OUT OF PRINT)","080701429X","B000APVZJU"
"The Pale King","0316074233","B000APPJ3S"
"Grant","159420487X","B000AQ735Y"
"The First American: The Life and Times of Benjamin Franklin","0385495404","B000AQ26V0"
"The Modern Classics Myth of Sisyphus (Penguin Modern Classics)","0141182008","B000AQ541E"
"Rush Limbaugh Is a Big Fat Idiot : And Other Observations","0141018410","B000APX7XC"
"Subdivision: A Novel","1644450488","B001HMWTRC"
"Klara and the Sun: A GMA Book Club Pick: A novel","059331817X","B000APSEA8"
"Walden or, Life in the Woods","B0059EFI4U","B000AQ4HEO"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia)","B000QQKTGI","B000APXBPG"
"The Jungle: The Uncensored Original Edition","1884365302","B000AQ0450"
"Sub 4:00: Alan Webb and the Quest for the Fastest Mile","1594860564","B001JWT5T0"
"The Last Lecture","1401323251","B001ILIELW"
"A Thousand Acres: A Novel","1400033837","B000APT97K"
"The Alienist","0812976142","B00LZX9ZQ6"
"Cold Mountain: A Novel","0802142842","B000AQ73IQ"
"Ficciones","0802130305","B000APW7C4"
"Red Harvest","0752852612","B000AP9KEC"
"The Beautiful and Damned","0743451503","B000AQ0J28"
"The Beautiful and Damned","0743451503","B00O1SGX1M"
"The Beautiful and Damned","0743451503","B0CVS2853Q"
"Jonathan Livingston Seagull","0743278909","B000AQ3C7C"
"Assassination Vacation","074326004X","B001ILFO7E"
"John Adams","0743223136","B000AP9I5I"
"The Old Man And The Sea (Scribner Classics) (Hemingway Library Edition)","0684830493","B000APYVZU"
"Oh, the Places You'll Go!","0679805273","B000AP8MY6"
"American Sphinx: The Character of Thomas Jefferson","0679764410","B000APBENC"
"In Cold Blood","0679745580","B000APW81E"
"The Grifters","0679732489","B000AP80ES"
"Ada, or Ardor: A Family Chronicle","0679725229","B000AQ2CJ6"
"I, Claudius From the Autobiography of Tiberius Claudius Born 10 B.C. Murdered and Deified A.D. 54 (Vintage International)","067972477X","B004MWU96C"
"Double Indemnity","0679723226","B000APBEEQ"
"Running Dog","0679722947","B000APRGIO"
"The Thin Man","0679722637","B000AP9KEC"
"1919: Volume Two of the U.S.A. Trilogy (U.S.A. Trilogy, 2)","0618056823","B000APRUVM"
"The 42nd Parallel: Volume One of the U.S.A. Trilogy (U.S.A. Trilogy, 1)","0618056815","B000APRUVM"
"Tortilla Flat","0582461502","B000AQ2D1I"
"The Bell Jar","0571268862","B000APTIGW"
"The Clan of the Cave Bear: Earth's Children, Book One","0553381679","B000APVANG"
"The Tell-Tale Heart (Bantam Classics)","0553212281","B000APVRP2"
"Prayer for Owen Meany (Export Ed.)","0552135399","B000APTDJ4"
"Rabbit at Rest","0449911942","B000APTBGO"
"Rabbit, Run","0449911659","B000APTBGO"
"The Cat in the Hat","039480001X","B000AP8MY6"
"The Big Sleep (A Philip Marlowe Novel)","0394758285","B000AQ4ZNW"
"The Long Goodbye","0394757688","B000AQ4ZNW"
"Breakfast of Champions: A Novel","0385334206","B000APYE16"
"Crossing to Safety (Modern Library Classics)","037575931X","B000APW7MO"
"Lincoln: A Novel (The American Chronicle Series)","0375708766","B000APYCG8"
"The World According to Garp","0345915593","B000APTDJ4"
"The Killer Angels: The Classic Novel of the Civil War","0345348109","B000AQ28SG"
"Franny and Zooey","0316769029","B000APYJ8Y"
"Running with Scissors: A Memoir","031242227X","B001I9NA2M"
"Flowers for Algernon","015603008X","B000AP7H2O"
"Flowers for Algernon","015603008X","B0034NSF4S"
"The Kitchen God's Wife: A Novel","0143038109","B000APXZIO"
"The Canterbury Tales","0140424385","B000APWMIS"
"The Canterbury Tales","0140424385","B001KCAKCA"
"The Canterbury Tales","0140424385","B0096T7C8E"
"Freakonomics [Revised and Expanded]: A Rogue Economist Explores the Hidden Side of Everything","0061234001","B001IGV3MY"
"Freakonomics [Revised and Expanded]: A Rogue Economist Explores the Hidden Side of Everything","0061234001","B001IGV4OQ"
"Ham on Rye: A Novel","006117758X","B000APEQ9G"
"Their Eyes Were Watching God","0061120065","B000AQ05M2"
"I Know This Much Is True (Oprah's Book Club)","0060987561","B000APITZS"
"Where the Sidewalk Ends","0060513039","B000AQ15KI"
"Malibu Rising: A Novel","B08L9QD4NH","B00DX8B85M"
"The Midnight Library: A GMA Book Club Pick (A Novel)","B085S8BSYS","B001IO8C1Q"
"Alice in Wonderland: The Original 1865 Edition With Complete Illustrations By Sir John Tenniel (A Classic Novel of Lewis Carroll)","B0948LPG76","B000AQ3N2Q"
"A People's History of The United States 1492- Present","B007CDYGTO","B000AQ01MQ"
"Malibu Rising: A Read with Jenna Pick: A Novel","1524798657","B00DX8B85M"
"Tropic of Capricorn (Miller, Henry)","0802151825","B004N1LPHO"
"The Electric Kool-Aid Acid Test","0553380648","B000APTFNS"
"The Midnight Library: A GMA Book Club Pick: A Novel","0525559477","B001IO8C1Q"
"Hamlet (Cambridge School Shakespeare)","0521618746","B000APWKO4"
"Hamlet (Cambridge School Shakespeare)","0521618746","B001IO9QZ2"
"Hamlet (Cambridge School Shakespeare)","0521618746","B001K7UPW0"
"Hamlet (Cambridge School Shakespeare)","0521618746","B086DTBH4L"
"80/20 Running: Run Stronger and Race Faster by Training Slower","0451470885","B001IGNJLW"
"A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments","0316925284","B000APPJ3S"
"Charlotte's Web","0064410935","B000AQ4ORY"
"Charlotte's Web","0064410935","B001H6MDMY"
"The Crying of Lot 49 (Perennial Fiction Library)","006091307X","B000APMBHA"
"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman","B003EI2EH2","B001ILKBW2"
"The Science of Running: How to find your limit and train to maximize your performance","B00II6SY4W","B00II9FUTG"
"Raft of Stars: A Novel","B08BLMJ576","B08D3JXR4C"
"God Carlos","B008TY8BQ4","B001ITRPQO"
"The Picture of Dorian Gray (Annotated): Oscar Wilde's 1891 Original Novel Length Version","B0CPCB8FJQ","B0CGJ9FNN6"
"Fleishman Is in Trouble: A Novel","B07RGXBTNW","B07MDN59GN"
"The Christmas Scorpion: A Jack Reacher Story","B07H1YMCRW","B000APO0PQ"
"Stiff: The Curious Lives of Human Cadavers","B07D1FY27M","B001H6MAHM"
"Outside Looking In: A Novel","B07C2FQ8GQ","B000APRJB8"
"The Runner: Four Years Living and Running in the Wilderness","B07BSH3F8H","B08LZW11FB"
"The Oracle Year: A Novel","B072HLSHDY","B003VNCONO"
"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance","B0716GZX33","B001JPCRRE"
"The Woman in the Window: A Novel","B06Y55Z36S","B074BPQ4X3"
"The Thirst: A Harry Hole Novel (Harry Hole Series Book 11)","B01M1FJTB5","B004MSFDCG"
"Blitzed: Drugs in the Third Reich","B01IAS9G94","B001K1SFFU"
"Before the Fall","B0196KVVGQ","B000APUZA0"
"The Stranger by Albert Camus (1989) Paperback","B01181UBSU","B000AQ541E"
"When Breath Becomes Air: Pulitzer Prize Finalist","B00XSSYR50","B01AHWVGDU"
"Trouble Boys: The True Story of the Replacements","B00B3M3VMI","B00J6I1YZ2"
"Worth Dying For: A Jack Reacher Novel","B009IJ0GSA","B000APO0PQ"
"Nickel and Dimed","B0075OQY3Q","B000AQ4X9S"
"Othello (Folger Shakespeare Library)","B006U1QW78","B000APHAR6"
"Othello (Folger Shakespeare Library)","B006U1QW78","B000APWKO4"
"Othello (Folger Shakespeare Library)","B006U1QW78","B001HMLATA"
"Othello (Folger Shakespeare Library)","B006U1QW78","B001IXUEE0"
"Othello (Folger Shakespeare Library)","B006U1QW78","B002U665CE"
"Othello (Folger Shakespeare Library)","B006U1QW78","B08Z36BM5C"
"Othello (Folger Shakespeare Library)","B006U1QW78","B0CVS2853Q"
"The Sun Also Rises","B005PYJ9S0","B01IDW8UFS"
"Why We Run: A Natural History","B001O7ESCE","B000APKZ2S"
"How Bad Do You Want It?: Mastering the Psychology of Mind over Muscle","1937715418","B001IGNJLW"
"Poverty Creek Journal (Tupelo Press's Life in Art)","193679750X","B001H6NNB4"
"Heart of Darkness (Green Integer)","1892295490","B000APVLWQ"
"Heart of Darkness (Green Integer)","1892295490","B06ZXYZJQN"
"Heart of Darkness (Green Integer)","1892295490","B086N2TM5T"
"Heart of Darkness (Green Integer)","1892295490","B086R57FFY"
"Again to Carthage","1891369776","B001JRZOOA"
"Ghost Wall","1783784458","B001K7WKGY"
"Ego is the Enemy: The Fight to Master Our Greatest Opponent","1781257027","B007LUHFH8"
"Running the Dream: One Summer Living, Training, and Racing with a Team of World-Class Runners Half My Age","164313762X","B001IGNJLW"
"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life","1635653436","B00II9FUTG"
"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life","1635653436","B01M3U4B75"
"Milk!: A 10,000-Year Food Fracas","1632863820","B001H6GAAU"
"American Fire: Love, Arson, and Life in a Vanishing Land","1631490516","B00BMQP51A"
"The North Water: A Novel","1627795944","B0045ALXAC"
"Runner's World Train Smart, Run Forever: How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7-Hour Workout Week","1623367468","B001JP2G5M"
"My Marathon: Reflections on a Gold Medal Life","1623367247","B001JPC8SC"
"Running Is My Therapy: Relieve Stress and Anxiety, Fight Depression, Ditch Bad Habits, and Live Happier","1615194444","B001IGT2D6"
"The Messiah Method: The Seven Disciplines of the Winningest College Soccer Program in America","1613790252","B000APZ4V0"
"I Swear I'll Make It Up to You: A Life on the Low Road","1610395581","B004WTG90A"
"Fates and Furies: A Novel","1594634475","B001JS4QVG"
"The Girl on the Train","1594633665","B0034Q4SHS"
"The Kite Runner","159463193X","B001HCX9N0"
"The Brief Wondrous Life of Oscar Wao (Pulitzer Prize Winner)","1594489580","B000APBY9G"
"How Not to Be Wrong: The Power of Mathematical Thinking","1594205221","B001K8IUCG"
"The Poison Squad: One Chemist's Single-Minded Crusade for Food Safety at the Turn of the Twentieth Century","1594205140","B000AQ3O3E"
"Redeployment","1594204993","B00ETQVYB0"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","1592402038","B000APRCCY"
"The Sports Gene: Inside the Science of Extraordinary Athletic Performance","1591845114","B00E6KOJP2"
"Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion","1590300785","B000AP9Y2A"
"Ultramarathon Man: Confessions of an All-Night Runner","1585424803","B001IGHQ48"
"Oedipus Rex: Literary Touchstone Edition","1580495931","B00B976T58"
"Today We Die a Little!: The Inimitable Emil Zátopek, the Greatest Olympic Runner of All Time","1568585497","B0034P31L8"
"Stephen Florida","1566894646","B06WW38FYZ"
"Stephen Florida","1566894646","B06X9GV8MV"
"Water for Elephants: A Novel","1565125606","B001ILKC3U"
"A Christmas Carol (Great Stories)","1561797464","B000APYNYE"
"A Christmas Carol (Great Stories)","1561797464","B001HCWVDO"
"A Christmas Carol (Great Stories)","1561797464","B005AV9M8K"
"A Christmas Carol (Great Stories)","1561797464","B009TUCH4Y"
"A Christmas Carol (Great Stories)","1561797464","B01N2Q11CN"
"A Christmas Carol (Great Stories)","1561797464","B08D6SN6TN"
"A Christmas Carol (Great Stories)","1561797464","B08K82TQYS"
"The Adventures of Alexander Von Humboldt (Pantheon Graphic Library)","1524747378","B001HOE9U0"
"Mrs. Fletcher: A Novel","1501144022","B000APGMK2"
"Zero K: A Novel","1501135392","B000APRGIO"
"Loner: A Novel","1501107895","B003AE8M76"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","B07D4Q9Z7S"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","B07D4R27T5"
"Roughneck","1476773998","B001JP1PJ0"
"Racing the Rain: A Novel","1476769869","B001JRZOOA"
"The Mars Room: A Novel","1476756554","B001JS1P24"
"The Dorito Effect: The Surprising New Truth About Food and Flavor","1476724210","B00314L2FE"
"Two Hours: The Quest to Run the Impossible Marathon","145168584X","B01NCINMU6"
"Faster Road Racing: 5K to Half Marathon","1450470459","B001IGV0CM"
"Faster Road Racing: 5K to Half Marathon","1450470459","B00PW7R1LC"
"Enter Night: Metallica: The Biography","1409112950","B001JRREE8"
"Salt Sugar Fat: How the Food Giants Hooked Us","1400069807","B00ABPJULY"
"The Power of Habit: Why We Do What We Do in Life and Business","1400069289","B006X0XPLM"
"Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef","140006872X","B004N6V45M"
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","1400067553","B0052Y2JJE"
"The Thousand Autumns of Jacob De Zoet, A Novel","1400065453","B000APTQBE"
"The Immortal Life of Henrietta Lacks","1400052173","B002LUV0FG"
"Beloved: Pulitzer Prize Winner","1400033411","B000APT7NQ"
"The Secret History","1400031702","B000APY632"
"Maybe You Should Talk To Someone: A Therapist, HER Therapist, and Our Lives Revealed","1328662055","B001IOBJ66"
"Fire and Fury: Inside the Trump White House","1250158060","B000AP8OA8"
"Northmen: The Viking Saga, AD 793-1241","1250106141","B001IXNYQ0"
"The Nix: A novel","110194661X","B01FBNAT06"
"Running & Being: The Total Experience","0966631803","B001IXO2OS"
"Factotum","0876852630","B000APEQ9G"
"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine","0875964575","B001KCDH2A"
"Howl and Other Poems (City Lights Pocket Poets Series)","0872863107","B000AQ3D6W"
"Black Hawk Down: A Story of Modern War","0871137380","B001HCV3XI"
"10:04: A Novel","0865478104","B001K8WZ5E"
"Who Is Rich?: A Novel","0812997980","B0034NGIJ2"
"Lake Success: A Novel","0812997417","B001JP7L70"
"Thunder & Lightning: Weather Past, Present, Future","0812993179","B003XSYOJY"
"The Largesse of the Sea Maiden: Stories","0812988639","B000AQ3FL0"
"The Age of Miracles","0812983602","B0086GIGQK"
"The Sorrows of Young Werther (Modern Library Classics)","0812969901","B00J20RMV4"
"The Sorrows of Young Werther (Modern Library Classics)","0812969901","B0CH1FPJX5"
"The Castle","0805211063","B000AP9RN6"
"The Castle","0805211063","B000APBKTK"
"The Castle","0805211063","B000APJYO8"
"The Castle","0805211063","B001IZ1A4G"
"The Castle","0805211063","B002DPABLS"
"We Sinners: A Novel","0805095330","B00DX7KT7G"
"Being Mortal: Medicine and What Matters in the End","0805095152","B00458K698"
"Personal (Jack Reacher)","0804178747","B000APO0PQ"
"Olympic Collision: The Story of Mary Decker and Zola Budd","0803290845","B009W9PI4S"
"At Home: A Short History of Private Life","0767919386","B000APXTVM"
"Barkskins: A Novel","0743288785","B000APSVII"
"Benjamin Franklin: An American Life","074325807X","B000APFLB8"
"The Parade","0735277524","B001H6UAH4"
"You're on an Airplane: A Self-Mythologizing Memoir","0735218196","B07JB4RVR3"
"Range: Why Generalists Triumph in a Specialized World","0735214484","B00E6KOJP2"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","B001H6N5W6"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","B001H6O2IW"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","B001H6PS3K"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","B001HD1QNO"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","B002IPF3PC"
"Tender Is the Night (Cover May Vary)","068480154X","B000AQ0J28"
"The Order of Things: An Archaeology of the Human Sciences","0679753354","B09HMNNWM4"
"All the Pretty Horses (The Border Trilogy, Book 1)","0679744398","B000APT0OW"
"Darkness Visible: A Memoir of Madness","0679736395","B000APVBOY"
"American Psycho","0679735771","B000AQ3LZU"
"Notes from Underground (Vintage Classics)","067973452X","B000APYSC6"
"The Rise & Fall of Great Powers","0679643656","B002LUT8IM"
"End Zone","0671820125","B000APRGIO"
"The Outsiders","0670532576","B000AQ1R5G"
"The Girl with the Dragon Tattoo: Book One Of The Millenium Trilogy (Millennium Series)","0670069019","B001J95ACO"
"The Girl with the Dragon Tattoo: Book One Of The Millenium Trilogy (Millennium Series)","0670069019","B0C7WGK3JV"
"A Tale for the Time Being (ALA Notable Books for Adults)","0670026638","B000APJB0A"
"Every Love Story Is a Ghost Story: A Life of David Foster Wallace","0670025925","B001JRVJQW"
"When the Killing's Done: A Novel","0670022322","B000APRJB8"
"The Grapes of Wrath: 75th Anniversary Edition","067001690X","B000AQ2D1I"
"Extremely Loud And Incredibly Close: A Novel","0618711651","B001IGLMTI"
"The Perfect Mile: Three Athletes, One Goal, and Less Than Four Minutes to Achieve It","0618562095","B001IU2RRA"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","0609608444","B000AQ6KV2"
"Gone Tomorrow","0593057058","B000APO0PQ"
"The Unbearable Lightness of Being","0571224385","B000APY62I"
"The Unbearable Lightness of Being","0571224385","B001IGJLJQ"
"Evicted: Poverty and Profit in the American City","0553447432","B001IOH9DS"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","0553418815","B00GVH5RY0"
"The House of the Spirits: A Novel","0553383809","B000APY7B8"
"A Brief History of Time","0553380168","B000AP5X0M"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","B000AQ6LZW"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","B0034OUNMY"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","B004MRGQOQ"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","B08GNL7GV1"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","B0BGMNB1P9"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","0547569653","B000AR7YFC"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","0547569653","B007NR07KQ"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","B004H66444"
"Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World","0544236041","B00H6ALL3W"
"How Not to Die Alone","0525539883","B07RQNDFXP"
"Stillness Is the Key","0525538585","B007LUHFH8"
"My Year of Rest and Relaxation: A Novel","0525522131","B00MC7025W"
"The River: A novel","0525521879","B001ITVQ14"
"The Fault in Our Stars","0525478817","B001I9OQNE"
"The Fault in Our Stars","0525478817","B00RYAGI4Q"
"Kitchens of the Great Midwest: A Novel","052542914X","B010XYMBEK"
"Killing Floor (Jack Reacher)","0515153656","B000APO0PQ"
"Tripwire (Jack Reacher)","0515143073","B000APO0PQ"
"Candide (Dover Thrift Editions)","0486266893","B000APWM7O"
"Consider the Fork: A History of How We Cook and Eat","046502176X","B001HD3T5M"
"Atlas Shrugged","0452011876","B000APYGIW"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","B01FF9R5N0"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","B01MQ0WRNZ"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","B073T2MPWN"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","B075YVP8KG"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","B0B8V3KRKX"
"I Am America (And So Can You!)","0446580503","B001H6GSLQ"
"I Am America (And So Can You!)","0446580503","B001H6NLEI"
"One Shot (Jack Reacher, No. 9)","0440246075","B000APO0PQ"
"The Hard Way (Jack Reacher)","0440246008","B000APO0PQ"
"Persuader (Jack Reacher)","0440245982","B000APO0PQ"
"The Call Of The Wild","0439227143","B000APWLIO"
"The Call Of The Wild","0439227143","B08GNL7GV1"
"The Call Of The Wild","0439227143","B0BRQRVFLN"
"Mockingjay (The Hunger Games)","0439023513","B001H6V7I0"
"Catching Fire (The Hunger Games)","0439023491","B001H6V7I0"
"No Middle Name: The Complete Collected Jack Reacher Short Stories","0399593578","B000APO0PQ"
"Past Tense: A Jack Reacher Novel","0399593519","B000APO0PQ"
"The Midnight Line: A Jack Reacher Novel","0399593489","B000APO0PQ"
"Educated: A Memoir","0399590501","B077BBP4HP"
"Dave Hill Doesn't Live Here Anymore","0399166750","B0070R8LIE"
"Without Fail (Jack Reacher)","0399148612","B000APO0PQ"
"Echo Burning (Jack Reacher, No. 5)","0399147268","B000APO0PQ"
"Will My Cat Eat My Eyeballs?: Big Questions from Tiny Mortals About Death","039365270X","B00MAAS3AW"
"Astrophysics for People in a Hurry","0393609391","B00NSCELKC"
"Good to Go: What the Athlete in All of Us Can Learn from the Strange Science of Recovery","0393357716","B00CTGAXPK"
"The Death and Life of the Great Lakes","0393355551","B01HC2XSXO"
"Gulp: Adventures on the Alimentary Canal","0393348741","B001H6MAHM"
"Packing for Mars: The Curious Science of Life in the Void","0393339912","B001H6MAHM"
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","039333810X","B001H6INP0"
"The Perfect Storm: A True Story of Men Against the Sea","0393337014","B000AQ2MCI"
"Bonk: The Curious Coupling of Science and Sex","0393334791","B001H6MAHM"
"Running to the Edge: A Band of Misfits and the Guru Who Unlocked the Secrets of Speed","0385543743","B07SV1VNPY"
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","0385542364","B001IZ1GHW"
"In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette","0385535376","B001IGUQVI"
"Birdseye: The Adventures of a Curious Man","0385527055","B001H6GAAU"
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon","0385513534","B001YDEZJO"
"Station Eleven","0385353308","B002BMMGK2"
"The Invention of Nature: Alexander von Humboldt's New World","038535066X","B001HOE9U0"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","0385348711","B000AQ6KV2"
"Cure: A Journey into the Science of Mind Over Body","0385348150","B00B9DBJ3E"
"Dataclysm: Who We Are (When We Think No One's Looking)","0385347375","B00LNLNS68"
"61 Hours (Jack Reacher, Book 14)","0385340583","B000APO0PQ"
"Nothing to Lose (Jack Reacher, No. 12)","0385340567","B000APO0PQ"
"Bad Luck and Trouble (Jack Reacher, No. 11)","0385340559","B000APO0PQ"
"American Tabloid","037572737X","B000AQ50RC"
"A Raisin in the Sun","0375508333","B000APRFVW"
"The Information: A History, a Theory, a Flood","0375423729","B000AQ3M1I"
"The Brothers Karamazov","0374528373","B000APYSC6"
"Thinking, Fast and Slow","0374275637","B001ILFNQG"
"Severance: A Novel","0374261598","B001JOCHRA"
"Purity: A Novel","0374239215","B00458HQ7S"
"A Manual for Cleaning Women: Selected Stories","0374202397","B001K8GKEQ"
"Impossible Owls: Essays","0374175330","B07H2WK985"
"Freedom: A Novel","0374158460","B00458HQ7S"
"Early Work: A Novel","0374146128","B079CNFG8J"
"Amazing Decisions: The Illustrated Guide to Improving Business Deals and Family Meals","0374103763","B001J93B34"
"Me Talk Pretty One Day","0349113912","B000AQ3YUW"
"Weather (Vintage Contemporaries)","0345806905","B001IGSJ94"
"Anna Karenina (Movie Tie-in Edition): Official Tie-in Edition (Vintage Classics)","0345803922","B000APWJOK"
"Running With the Kenyans: Passion, Adventure, and the Secrets of the Fastest People on Earth","0345528794","B007Q6H2F2"
"Ill Will: A Novel","0345476042","B001HCZR3A"
"Guantánamo Diary: Restored Edition","0316517887","B00L4NC49C"
"North: Finding My Way While Running the Appalachian Trail","0316433799","B007NR07KQ"
"Today Will Be Different","0316403431","B001JSAT4E"
"What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen","0316356549","B00HEHVNLM"
"The Recovering: Intoxication and Its Aftermath","0316259616","B002EJ70YO"
"Where'd You Go, Bernadette: A Novel","0316204277","B001JSAT4E"
"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery","0316182346","B003JDD0RA"
"Life After Life: A Novel","0316176486","B07TZJPLHX"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","0316055433","B000APY632"
"Outliers: The Story of Success","0316017922","B000APOE98"
"Blink: The Power of Thinking Without Thinking","0316010669","B000APOE98"
"The Dog Stars","0307959945","B001ITVQ14"
"You May Also Like: Taste in an Age of Endless Choice","0307958248","B001JRYR0W"
"The Accidental Universe: The World You Thought You Knew","0307908585","B000APY6Q4"
