"Product Name","ASIN","Author Name"
"Lit: A Memoir","0060596988","Karr, Mary"
"Atlas of the Invisible: Maps & Graphics That Will Change How You See the World","1846149711","James Cheshire"
"Check These Out: One Librarian's Catalog of the 200 Coolest, Best, and Most Important Books You'll Ever Read","B0108VD2L4","Sheridan, Gina"
"How You Can Run Faster Effortlessly","B00HYQEJAK","D' Alessandro, Adam"
"Better Off Dead: A Jack Reacher Novel","B08SBMCSQQ","Child, Lee"
"Better Off Dead: A Jack Reacher Novel","B08SBMCSQQ","Child, Andrew"
"Appleseed: A Novel","B08L3P3VGQ","Bell, Matt"
"Summary Analysis Of Immune By Philipp Dettmer: A Journey into the Mysterious System That Keeps You Alive","B09LM328XY","READS, CALEB"
"Broken Open: Mountains, Demons, Treadmills And a Search for Nirvana","B07N2X3ST6","Clark, David"
"The Lincoln Highway: A Novel","B08WRH53MY","Towles, Amor"
"The Lions of Lucerne (Scot Harvath Book 1)","B000FC0R7O","Thor, Brad"
"Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age","1324002549","Duncan, Dennis"
"The Secret to Superhuman Strength","B08B38JVKY","Bechdel, Alison"
"Our Country Friends: A Novel","B08VRP55V1","Shteyngart, Gary"
"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It","B087PL8YVQ","Kross, Ethan"
"Leave Society (Vintage Contemporaries)","B08PK59474","Lin, Tao"
"Sleepwalk: A Novel","1250175216","Chaon, Dan"
"Cloud Cuckoo Land: A Novel","B08TRMSR3Z","Doerr, Anthony"
"The Night the Lights Went Out: A Memoir of Life After Brain Damage","B08SJQSWYM","Magary, Drew"
"Stronger Than the Dark: Exploring the Intimate Relationship Between Running and Depression","B0955FXRLM","Reese, Cory "
"Piranesi","B0865TSTWM","Clarke, Susanna"
"Fuzz: When Nature Breaks the Law","B08XP24KR8","Mary, Roach"
"Running Is a Kind of Dreaming: A Memoir","B08RZ4PTSF","Thompson, J. M."
"2666: A Novel","B00D0K3FQI","Bolaño, Roberto"
"Matrix: A Novel","1594634491","Groff, Lauren"
"World Travel: An Irreverent Guide","B083SN8RF7","Bourdain, Anthony"
"World Travel: An Irreverent Guide","B083SN8RF7","Woolever, Laurie"
"The Night Watchman: Pulitzer Prize Winning Fiction","B07SKWFVYW","Erdrich, Louise"
"Running Back in Time: Discovering the Formula to Beat the Aging Process and Get Younger (Younger Than Ever Book 2)","B0893YWV5Q","Gilkis, Dr. Zeev"
"The Searcher: A Novel","B08681BNKV","French, Tana"
"Which Comes First, Cardio or Weights?: Fitness Myths, Training Truths, and Other Surprising Discoveries from the Science of Exercise","006200753X","Hutchinson, Alex"
"Indian Horse: A Novel","B07C3XLBHG","Wagamese, Richard"
"What We Talk About When We Talk About Books: The History and Future of Reading","0465042686","Price, Leah"
"The Stoic Challenge: A Philosopher's Guide to Becoming Tougher, Calmer, and More Resilient","B07P9DC6TY","Irvine, William B."
"Man's Search for Meaning","B009U9S6FI","Frankl, Viktor E."
"It's So Easy: and other lies","145160663X","McKagan, Duff"
"Discourse on Method and Meditations on First Philosophy, 4th Ed.","0872204200","Rene Descartes"
"Anti-Oedipus: Capitalism and Schizophrenia","0816612250","Deleuze, Gilles"
"Of Grammatology","0801858305","Derrida, Jacques"
"Simulacra and Simulation (The Body, In Theory: Histories Of Cultural Materialism)","0472065211","Jean Baudrillard"
"Humble Pi: A Comedy of Maths Errors","0241360196","Matt Parker"
"Caffeine: How Caffeine Created the Modern World","B083MYJXZT","Michael Pollan"
"Man's Search for Meaning","B0006IU470","Viktor E. Frankl"
"The Topeka School: A Novel","B07MYXB26N","Lerner, Ben"
"The Library Book","B07CL5ZLHX","Orlean, Susan"
"Man's Search for Meaning (OLD EDITION/OUT OF PRINT)","080701429X","Frankl, Viktor E."
"The Pale King","0316074233","Wallace, David Foster"
"Grant","159420487X","Chernow, Ron"
"The First American: The Life and Times of Benjamin Franklin","0385495404","Brands, H. W."
"The Modern Classics Myth of Sisyphus (Penguin Modern Classics)","0141182008","Camus, Albert"
"Rush Limbaugh Is a Big Fat Idiot : And Other Observations","0141018410","Al Franken"
"Subdivision: A Novel","1644450488","Lennon, J. Robert"
"Klara and the Sun: A GMA Book Club Pick: A novel","059331817X","Ishiguro, Kazuo"
"Walden or, Life in the Woods","B0059EFI4U","Henry David Thoreau"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia)","B000QQKTGI","Lewis, C. S."
"The Jungle: The Uncensored Original Edition","1884365302","Sinclair, Upton"
"Sub 4:00: Alan Webb and the Quest for the Fastest Mile","1594860564","Lear, Chris"
"The Last Lecture","1401323251","Pausch, Randy"
"A Thousand Acres: A Novel","1400033837","Smiley, Jane"
"The Alienist","0812976142","Carr, Caleb"
"Cold Mountain: A Novel","0802142842","Frazier, Charles"
"Ficciones","0802130305","Borges, Jorge Luis"
"Ficciones","0802130305","Borges, Jorge Luis"
"Ficciones","0802130305","Borges, Jorge Luis"
"Red Harvest","0752852612","Hammett, Dashiell"
"The Beautiful and Damned","0743451503","Fitzgerald, F. Scott"
"Jonathan Livingston Seagull","0743278909","Bach, Richard"
"Assassination Vacation","074326004X","Vowell, Sarah"
"John Adams","0743223136","David McCullough"
"The Old Man And The Sea (Scribner Classics) (Hemingway Library Edition)","0684830493","Hemingway, Ernest"
"Oh, the Places You'll Go!","0679805273","Seuss, Dr."
"American Sphinx: The Character of Thomas Jefferson","0679764410","Ellis, Joseph J."
"In Cold Blood","0679745580","Truman Capote"
"The Grifters","0679732489","Thompson, Jim"
"Ada, or Ardor: A Family Chronicle","0679725229","Nabokov, Vladimir"
"I, Claudius From the Autobiography of Tiberius Claudius Born 10 B.C. Murdered and Deified A.D. 54 (Vintage International)","067972477X","Graves, Robert"
"Double Indemnity","0679723226","Cain, James M."
"Running Dog","0679722947","Delillo, Don"
"The Thin Man","0679722637","Dashiell Hammett"
"1919: Volume Two of the U.S.A. Trilogy (U.S.A. Trilogy, 2)","0618056823","Dos Passos, John"
"The 42nd Parallel: Volume One of the U.S.A. Trilogy (U.S.A. Trilogy, 1)","0618056815","Dos Passos, John"
"Tortilla Flat","0582461502","John Steinbeck"
"The Bell Jar","0571268862","Sylvia Plath"
"The Clan of the Cave Bear: Earth's Children, Book One","0553381679","Auel, Jean M."
"The Tell-Tale Heart (Bantam Classics)","0553212281","Poe, Edgar Allan"
"Prayer for Owen Meany (Export Ed.)","0552135399","Irving, John"
"Rabbit at Rest","0449911942","Updike, John"
"Rabbit, Run","0449911659","Updike, John"
"The Cat in the Hat","039480001X","Dr. Seuss"
"The Big Sleep (A Philip Marlowe Novel)","0394758285","Chandler, Raymond"
"The Long Goodbye","0394757688","Chandler, Raymond"
"Breakfast of Champions: A Novel","0385334206","Vonnegut, Kurt"
"Crossing to Safety (Modern Library Classics)","037575931X","Wallace Earle Stegner"
"Lincoln: A Novel (The American Chronicle Series)","0375708766","Vidal, Gore"
"The World According to Garp","0345915593","John Irving"
"The Killer Angels: The Classic Novel of the Civil War","0345348109","Shaara, Michael"
"Franny and Zooey","0316769029","J. D. Salinger"
"Running with Scissors: A Memoir","031242227X","Burroughs, Augusten"
"Flowers for Algernon","015603008X","Keyes, Daniel"
"The Kitchen God's Wife: A Novel","0143038109","Tan, Amy"
"The Canterbury Tales","0140424385","Chaucer, Geoffrey"
"Freakonomics [Revised and Expanded]: A Rogue Economist Explores the Hidden Side of Everything","0061234001","Levitt, Steven D."
"Freakonomics [Revised and Expanded]: A Rogue Economist Explores the Hidden Side of Everything","0061234001","Dubner, Stephen J."
"Ham on Rye: A Novel","006117758X","Bukowski, Charles"
"Their Eyes Were Watching God","0061120065","Zora Neale Hurston"
"I Know This Much Is True (Oprah's Book Club)","0060987561","Lamb, Wally"
"Where the Sidewalk Ends","0060513039","Silverstein, Shel"
"Malibu Rising: A Novel","B08L9QD4NH","Taylor Jenkins Reid"
"The Midnight Library: A GMA Book Club Pick (A Novel)","B085S8BSYS","Matt Haig"
"Alice in Wonderland: The Original 1865 Edition With Complete Illustrations By Sir John Tenniel (A Classic Novel of Lewis Carroll)","B0948LPG76","Carroll, Lewis"
"A People's History of The United States 1492- Present","B007CDYGTO","Zinn Howard"
"Malibu Rising: A Read with Jenna Pick: A Novel","1524798657","Reid, Taylor Jenkins"
"Tropic of Capricorn (Miller, Henry)","0802151825","Miller, Henry"
"The Electric Kool-Aid Acid Test","0553380648","Tom Wolfe"
"The Midnight Library: A GMA Book Club Pick: A Novel","0525559477","Haig, Matt"
"Hamlet (Cambridge School Shakespeare)","0521618746","Shakespeare, William"
"80/20 Running: Run Stronger and Race Faster by Training Slower","0451470885","Fitzgerald, Matt"
"A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments","0316925284","Wallace, David Foster"
"Charlotte's Web","0064410935","White, E. B"
"The Crying of Lot 49 (Perennial Fiction Library)","006091307X","Pynchon, Thomas"
"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman","B003EI2EH2","Ferriss, Timothy"
"The Science of Running: How to find your limit and train to maximize your performance","B00II6SY4W","Magness, Steve"
"Raft of Stars: A Novel","B08BLMJ576","Graff, Andrew J."
"God Carlos","B008TY8BQ4","Winkler, Anthony C."
"The Picture of Dorian Gray (Annotated): Oscar Wilde's 1891 Original Novel Length Version","B0CPCB8FJQ","Wilde, Oscar"
"The Picture of Dorian Gray (Annotated): Oscar Wilde's 1891 Original Novel Length Version","B0CPCB8FJQ","Woodruff, Amelia"
"Fleishman Is in Trouble: A Novel","B07RGXBTNW","Taffy Brodesser-Akner"
"The Christmas Scorpion: A Jack Reacher Story","B07H1YMCRW","Child, Lee"
"Stiff: The Curious Lives of Human Cadavers","B07D1FY27M","Roach, Mary"
"Outside Looking In: A Novel","B07C2FQ8GQ","Boyle, T.C."
"The Runner: Four Years Living and Running in the Wilderness","B07BSH3F8H","Torgeby, Markus"
"The Oracle Year: A Novel","B072HLSHDY","Soule, Charles"
"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance","B0716GZX33","Hutchinson, Alex"
"The Woman in the Window: A Novel","B06Y55Z36S","Finn, A. J"
"The Thirst: A Harry Hole Novel (Harry Hole Series Book 11)","B01M1FJTB5","Nesbo, Jo"
"Blitzed: Drugs in the Third Reich","B01IAS9G94","Ohler, Norman"
"Before the Fall","B0196KVVGQ","Hawley, Noah"
"The Stranger by Albert Camus (1989) Paperback","B01181UBSU","Camus"
"When Breath Becomes Air: Pulitzer Prize Finalist","B00XSSYR50","Kalanithi, Paul"
"Trouble Boys: The True Story of the Replacements","B00B3M3VMI","Mehr, Bob"
"Worth Dying For: A Jack Reacher Novel","B009IJ0GSA","Child, Lee"
"Nickel and Dimed","B0075OQY3Q","Ehrenreich, Barbara"
"Othello (Folger Shakespeare Library)","B006U1QW78","William Shakespeare"
"The Sun Also Rises","B005PYJ9S0","Ernest Hemingway"
"Why We Run: A Natural History","B001O7ESCE","Heinrich, Bernd"
"How Bad Do You Want It?: Mastering the Psychology of Mind over Muscle","1937715418","Fitzgerald, Matt"
"Poverty Creek Journal (Tupelo Press's Life in Art)","193679750X","Gardner, Thomas"
"Heart of Darkness (Green Integer)","1892295490","Conrad, Joseph"
"Again to Carthage","1891369776","John L. Parker Jr."
"Ghost Wall","1783784458","Sarah Moss"
"Ego is the Enemy: The Fight to Master Our Greatest Opponent","1781257027","Holiday, Ryan"
"Running the Dream: One Summer Living, Training, and Racing with a Team of World-Class Runners Half My Age","164313762X","Fitzgerald, Matt"
"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life","1635653436","Stulberg, Brad"
"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life","1635653436","Magness, Steve"
"Milk!: A 10,000-Year Food Fracas","1632863820","Kurlansky, Mark"
"American Fire: Love, Arson, and Life in a Vanishing Land","1631490516","Hesse, Monica"
"The North Water: A Novel","1627795944","McGuire, Ian"
"Runner's World Train Smart, Run Forever: How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7-Hour Workout Week","1623367468","Pierce, Bill"
"Runner's World Train Smart, Run Forever: How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7-Hour Workout Week","1623367468","Murr, Scott"
"Runner's World Train Smart, Run Forever: How to Become a Fit and Healthy Lifelong Runner by Following The Innovative 7-Hour Workout Week","1623367468","Editors of Runner's World Maga"
"My Marathon: Reflections on a Gold Medal Life","1623367247","Shorter, Frank"
"My Marathon: Reflections on a Gold Medal Life","1623367247","Brant, John"
"Running Is My Therapy: Relieve Stress and Anxiety, Fight Depression, Ditch Bad Habits, and Live Happier","1615194444","Douglas, Scott"
"The Messiah Method: The Seven Disciplines of the Winningest College Soccer Program in America","1613790252","Michael A. Zigarelli"
"I Swear I'll Make It Up to You: A Life on the Low Road","1610395581","Shubaly, Mishka"
"Fates and Furies: A Novel","1594634475","Groff, Lauren"
"The Girl on the Train","1594633665","Hawkins, Paula"
"The Kite Runner","159463193X","Khaled Hosseini"
"The Brief Wondrous Life of Oscar Wao (Pulitzer Prize Winner)","1594489580","Díaz, Junot"
"How Not to Be Wrong: The Power of Mathematical Thinking","1594205221","Ellenberg, Jordan"
"The Poison Squad: One Chemist's Single-Minded Crusade for Food Safety at the Turn of the Twentieth Century","1594205140","Blum, Deborah"
"Redeployment","1594204993","Klay, Phil"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","1592402038","Truss, Lynne"
"The Sports Gene: Inside the Science of Extraordinary Athletic Performance","1591845114","Epstein, David"
"Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion","1590300785","Pema Chödrön"
"Ultramarathon Man: Confessions of an All-Night Runner","1585424803","Karnazes, Dean"
"Oedipus Rex: Literary Touchstone Edition","1580495931","Sophocles"
"Today We Die a Little!: The Inimitable Emil Zátopek, the Greatest Olympic Runner of All Time","1568585497","Askwith, Richard"
"Stephen Florida","1566894646","Habash, Gabe"
"Water for Elephants: A Novel","1565125606","Gruen, Sara"
"A Christmas Carol (Great Stories)","1561797464","Dickens, Charles"
"The Adventures of Alexander Von Humboldt (Pantheon Graphic Library)","1524747378","Wulf, Andrea"
"Mrs. Fletcher: A Novel","1501144022","Perrotta, Tom"
"Zero K: A Novel","1501135392","DeLillo, Don"
"Loner: A Novel","1501107895","Wayne, Teddy"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","Roche, David"
"The Happy Runner: Love the Process, Get Faster, Run Longer","1492567647","Roche, Megan"
"Roughneck","1476773998","Lemire, Jeff"
"Racing the Rain: A Novel","1476769869","Parker Jr., John L."
"The Mars Room: A Novel","1476756554","Kushner, Rachel"
"The Dorito Effect: The Surprising New Truth About Food and Flavor","1476724210","Schatzker, Mark"
"Two Hours: The Quest to Run the Impossible Marathon","145168584X","Caesar, Ed"
"Faster Road Racing: 5K to Half Marathon","1450470459","Pfitzinger, Pete"
"Faster Road Racing: 5K to Half Marathon","1450470459","Latter, Philip"
"Enter Night: Metallica: The Biography","1409112950","Mick Wall"
"Salt Sugar Fat: How the Food Giants Hooked Us","1400069807","Moss, Michael"
"The Power of Habit: Why We Do What We Do in Life and Business","1400069289","Charles Duhigg"
"Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef","140006872X","Hamilton, Gabrielle"
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","1400067553","Boo, Katherine"
"The Thousand Autumns of Jacob De Zoet, A Novel","1400065453","Mitchell, David"
"The Immortal Life of Henrietta Lacks","1400052173","Skloot, Rebecca"
"Beloved: Pulitzer Prize Winner","1400033411","Toni Morrison"
"The Secret History","1400031702","Tartt, Donna"
"Maybe You Should Talk To Someone: A Therapist, HER Therapist, and Our Lives Revealed","1328662055","Gottlieb, Lori"
"Fire and Fury: Inside the Trump White House","1250158060","Wolff, Michael"
"Northmen: The Viking Saga, AD 793-1241","1250106141","Haywood, John"
"Marathon Man: My 26.2-Mile Journey from Unknown Grad Student to the Top of the Running World","1250016983","Rodgers, Bill"
"Marathon Man: My 26.2-Mile Journey from Unknown Grad Student to the Top of the Running World","1250016983","Shepatin, Matthew"
"The Nix: A novel","110194661X","Hill, Nathan"
"Running & Being: The Total Experience","0966631803","Sheehan, George"
"Factotum","0876852630","Bukowski, Charles"
"Pre: The Story of America's Greatest Running Legend, Steve Prefontaine","0875964575","Jordan, Tom"
"Howl and Other Poems (City Lights Pocket Poets Series)","0872863107","Ginsberg, Allen"
"Black Hawk Down: A Story of Modern War","0871137380","Bowden, Mark"
"10:04: A Novel","0865478104","Lerner, Ben"
"Who Is Rich?: A Novel","0812997980","Klam, Matthew"
"Lake Success: A Novel","0812997417","Shteyngart, Gary"
"Thunder & Lightning: Weather Past, Present, Future","0812993179","Redniss, Lauren"
"The Largesse of the Sea Maiden: Stories","0812988639","Johnson, Denis"
"The Age of Miracles","0812983602","Karen Thompson Walker"
"The Sorrows of Young Werther (Modern Library Classics)","0812969901","Goethe, Johann Wolfgang von"
"The Castle","0805211063","Franz Kafka"
"We Sinners: A Novel","0805095330","Pylväinen, Hanna"
"Being Mortal: Medicine and What Matters in the End","0805095152","Gawande, Atul"
"Personal (Jack Reacher)","0804178747","Child, Lee"
"Olympic Collision: The Story of Mary Decker and Zola Budd","0803290845","Keiderling, Kyle"
"At Home: A Short History of Private Life","0767919386","Bryson, Bill"
"Barkskins: A Novel","0743288785","Proulx, Annie"
"Benjamin Franklin: An American Life","074325807X","Isaacson, Walter"
"The Parade","0735277524","Dave Eggers"
"You're on an Airplane: A Self-Mythologizing Memoir","0735218196","Posey, Parker"
"Range: Why Generalists Triumph in a Specialized World","0735214484","Epstein, David"
"The Daily Show with Jon Stewart Presents America (The Book): A Citizen's Guide to Democracy Inaction","0713998946","Jon Stewart"
"Tender Is the Night (Cover May Vary)","068480154X","Fitzgerald, F. Scott"
"The Order of Things: An Archaeology of the Human Sciences","0679753354","Foucault, Michel"
"All the Pretty Horses (The Border Trilogy, Book 1)","0679744398","McCarthy, Cormac"
"Darkness Visible: A Memoir of Madness","0679736395","Styron, William"
"American Psycho","0679735771","Ellis, Bret Easton"
"Notes from Underground (Vintage Classics)","067973452X","Dostoevsky, Fyodor"
"The Rise & Fall of Great Powers","0679643656","Rachman, Tom"
"End Zone","0671820125","Don delillo"
"The Outsiders","0670532576","Hinton, S. E."
"The Girl with the Dragon Tattoo: Book One Of The Millenium Trilogy (Millennium Series)","0670069019","Larsson, Stieg"
"A Tale for the Time Being (ALA Notable Books for Adults)","0670026638","Ozeki, Ruth"
"Every Love Story Is a Ghost Story: A Life of David Foster Wallace","0670025925","Max, D. T."
"When the Killing's Done: A Novel","0670022322","Boyle, T.C."
"The Grapes of Wrath: 75th Anniversary Edition","067001690X","Steinbeck, John"
"Extremely Loud And Incredibly Close: A Novel","0618711651","Foer, Jonathan Safran"
"The Perfect Mile: Three Athletes, One Goal, and Less Than Four Minutes to Achieve It","0618562095","Bascomb, Neal"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","0609608444","Larson, Erik"
"Gone Tomorrow","0593057058","Lee Child"
"The Unbearable Lightness of Being","0571224385","Milan Kundera"
"Evicted: Poverty and Profit in the American City","0553447432","Desmond, Matthew"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","0553418815","O'Neil, Cathy"
"The House of the Spirits: A Novel","0553383809","Isabel Allende"
"A Brief History of Time","0553380168","Hawking, Stephen"
"Journey to the Centre of the Earth (Bantam Classics)","0553213970","Verne, Jules"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","0547569653","Jurek, Scott"
"Eat & Run: My Unlikely Journey to Ultramarathon Greatness","0547569653","Friedman, Steve"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","Munroe, Randall"
"Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World","0544236041","Miodownik, Mark"
"How Not to Die Alone","0525539883","Roper, Richard"
"Stillness Is the Key","0525538585","Holiday, Ryan"
"My Year of Rest and Relaxation: A Novel","0525522131","Moshfegh, Ottessa"
"The River: A novel","0525521879","Heller, Peter"
"The Fault in Our Stars","0525478817","John Green"
"Kitchens of the Great Midwest: A Novel","052542914X","Stradal, J. Ryan"
"Killing Floor (Jack Reacher)","0515153656","Child, Lee"
"Tripwire (Jack Reacher)","0515143073","Child, Lee"
"Candide (Dover Thrift Editions)","0486266893","Voltaire"
"Consider the Fork: A History of How We Cook and Eat","046502176X","Wilson, Bee"
"Atlas Shrugged","0452011876","Rand, Ayn"
"Dr. Jekyll & Mr. Hyde (Signet Classics)","0451528956","Robert Louis Stevenson"
"I Am America (And So Can You!)","0446580503","Colbert, Stephen"
"One Shot (Jack Reacher, No. 9)","0440246075","Child, Lee"
"The Hard Way (Jack Reacher)","0440246008","Child, Lee"
"Persuader (Jack Reacher)","0440245982","Child, Lee"
"The Call Of The Wild","0439227143","London, Jack"
"Mockingjay (The Hunger Games)","0439023513","Suzanne Collins"
"Catching Fire (The Hunger Games)","0439023491","Collins, Suzanne"
"No Middle Name: The Complete Collected Jack Reacher Short Stories","0399593578","Child, Lee"
"Past Tense: A Jack Reacher Novel","0399593519","Child, Lee"
"The Midnight Line: A Jack Reacher Novel","0399593489","Child, Lee"
"Educated: A Memoir","0399590501","Westover, Tara"
"Dave Hill Doesn't Live Here Anymore","0399166750","Hill, Dave"
"Without Fail (Jack Reacher)","0399148612","Child, Lee"
"Echo Burning (Jack Reacher, No. 5)","0399147268","Child, Lee"
"Will My Cat Eat My Eyeballs?: Big Questions from Tiny Mortals About Death","039365270X","Doughty, Caitlin"
"The Driest Season: A Novel","0393634590","Kenny, Meghan"
"Astrophysics for People in a Hurry","0393609391","deGrasse Tyson, Neil"
"Good to Go: What the Athlete in All of Us Can Learn from the Strange Science of Recovery","0393357716","Aschwanden, Christie"
"The Death and Life of the Great Lakes","0393355551","Egan, Dan"
"Gulp: Adventures on the Alimentary Canal","0393348741","Roach, Mary"
"Packing for Mars: The Curious Science of Life in the Void","0393339912","Roach, Mary"
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","039333810X","Greene, Brian"
"The Perfect Storm: A True Story of Men Against the Sea","0393337014","Junger, Sebastian"
"Bonk: The Curious Coupling of Science and Sex","0393334791","Roach, Mary"
"Running to the Edge: A Band of Misfits and the Guru Who Unlocked the Secrets of Speed","0385543743","Futterman, Matthew"
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","0385542364","Whitehead, Colson"
"In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette","0385535376","Sides, Hampton"
"Birdseye: The Adventures of a Curious Man","0385527055","Kurlansky, Mark"
"The Lost City of Z: A Tale of Deadly Obsession in the Amazon","0385513534","Grann, David"
"Station Eleven","0385353308","Mandel, Emily St. John"
"The Invention of Nature: Alexander von Humboldt's New World","038535066X","Wulf, Andrea"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","0385348711","Larson, Erik"
"Cure: A Journey into the Science of Mind Over Body","0385348150","Marchant, Jo"
"Dataclysm: Who We Are (When We Think No One's Looking)","0385347375","Rudder, Christian"
"61 Hours (Jack Reacher, Book 14)","0385340583","Child, Lee"
"Nothing to Lose (Jack Reacher, No. 12)","0385340567","Child, Lee"
"Bad Luck and Trouble (Jack Reacher, No. 11)","0385340559","Child, Lee"
"American Tabloid","037572737X","Ellroy, James"
"A Raisin in the Sun","0375508333","Hansberry, Lorraine"
"The Information: A History, a Theory, a Flood","0375423729","Gleick, James"
"The Brothers Karamazov","0374528373","Dostoevsky, Fyodor"
"Thinking, Fast and Slow","0374275637","Kahneman, Daniel"
"Severance: A Novel","0374261598","Ma, Ling"
"Purity: A Novel","0374239215","Franzen, Jonathan"
"A Manual for Cleaning Women: Selected Stories","0374202397","Berlin, Lucia"
"Impossible Owls: Essays","0374175330","Phillips, Brian"
"Freedom: A Novel","0374158460","Franzen, Jonathan"
"Early Work: A Novel","0374146128","Martin, Andrew"
"Amazing Decisions: The Illustrated Guide to Improving Business Deals and Family Meals","0374103763","Ariely, Dan"
"Me Talk Pretty One Day","0349113912","David Sedaris"
"Weather (Vintage Contemporaries)","0345806905","Offill, Jenny"
"Anna Karenina (Movie Tie-in Edition): Official Tie-in Edition (Vintage Classics)","0345803922","Tolstoy, Leo"
"Running With the Kenyans: Passion, Adventure, and the Secrets of the Fastest People on Earth","0345528794","Finn, Adharanand"
"Ill Will: A Novel","0345476042","Chaon, Dan"
"Guantánamo Diary: Restored Edition","0316517887","Slahi, Mohamedou Ould"
"North: Finding My Way While Running the Appalachian Trail","0316433799","Jurek, Scott"
"Today Will Be Different","0316403431","Semple, Maria"
"What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen","0316356549","Kate Fagan"
"The Recovering: Intoxication and Its Aftermath","0316259616","Jamison, Leslie"
"Where'd You Go, Bernadette: A Novel","0316204277","Semple, Maria"
"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery","0316182346","Kean, Sam"
"Life After Life: A Novel","0316176486","Atkinson, Kate"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","0316055433","Tartt, Donna"
"Outliers: The Story of Success","0316017922","Gladwell, Malcolm"
"Blink: The Power of Thinking Without Thinking","0316010669","Gladwell, Malcolm"
"The Dog Stars","0307959945","Heller, Peter"
"You May Also Like: Taste in an Age of Endless Choice","0307958248","Vanderbilt, Tom"
"The Accidental Universe: The World You Thought You Knew","0307908585","Lightman, Alan"
"Natural Born Heroes: How a Daring Band of Misfits Mastered the Lost Secrets of Strength and Endurance","0307594963","McDougall, Christopher"
"A Visit from the Goon Squad","0307592839","Egan, Jennifer"
"Wild: From Lost to Found on the Pacific Crest Trail","0307592731","Strayed, Cheryl"
"Gone Girl","0307588378","Flynn, Gillian"
"Dead Wake: The Last Crossing of the Lusitania","0307408868","Larson, Erik"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","0307352145","Cain, Susan"
"The Road","0307265439","McCarthy, Cormac"
"Breath: The New Science of a Lost Art","0241289122","Nestor, James"
"The Name of the Rose: including the Author's Postscript","0156001314","Umberto Eco"
"The Color Purple: A Novel","0143135694","Walker, Alice"
"The New Me","0143133608","Butler, Halle"
"Frankenstein: The 1818 Text (Penguin Classics)","0143131842","Shelley, Mary"
"White Noise: (Penguin Orange Collection)","0143129554","DeLillo, Don"
"The Odyssey (Penguin Classics)","0143039954","Homer"
"Gravity's Rainbow (Penguin Classics Deluxe Edition)","0143039946","Pynchon, Thomas"
"The Adventures of Tom Sawyer (Penguin Classics)","0143039563","Twain, Mark"
"The Scarlet Letter","0142437263","Hawthorne, Nathaniel"
"Moby-Dick or, The Whale (Penguin Classics)","0142437247","Melville, Herman"
"Cannery Row: (Centennial Edition)","014200068X","Steinbeck, John"
"A Tale of Two Cities (Penguin Classics)","0141439602","Charles Dickens"
"Prisoner of Zenda, the (Penguin Popular Classics)","0140621318","Hope, Anthony"
"The Count of Monte Cristo (Penguin Classics)","0140449264","Alexandre Dumas père"
"The Red and the Black (Penguin Classics)","0140447644","Stendhal"
"The Recognitions (Penguin Classics)","0140187081","Gaddis, William"
"A Farewell To Arms","0099910101","Hemingway  Ernest"
"Commonwealth","0062491792","Patchett, Ann"
"Notorious RBG: The Life and Times of Ruth Bader Ginsburg","0062415832","Carmon, Irin"
"Notorious RBG: The Life and Times of Ruth Bader Ginsburg","0062415832","Knizhnik, Shana"
"Capture: Unraveling the Mystery of Mental Suffering","0062388517","Kessler M.D., David A."
"The Weather Machine: A Journey Inside the Forecast","0062368613","Blum, Andrew"
"The Terranauts: A Novel","0062349406","Boyle, T.C."
"Sapiens: A Brief History of Humankind","0062316117","Harari, Yuval Noah"
